2025-09-04;02:02:23.428;[56] PING;02:02:23.814;[135/56] PONG (2)
2025-09-04;;;02:02:26.661;[137] keepalive
2025-09-04;02:02:24.877;[57] PING;02:02:26.878;(таймаут)
2025-09-04;02:02:25.371;[58] PING;02:02:27.373;(таймаут)
2025-09-04;02:02:27.503;[59] PING;02:02:27.696;[138/59] PONG (2)
2025-09-04;02:02:30.178;[60] PING;02:02:31.008;[142/60] PONG (2)
2025-09-04;;;02:02:31.662;[143] keepalive
2025-09-04;02:02:32.067;[61] PING;02:02:32.434;[145/61] PONG (2)
2025-09-04;02:02:33.381;[62] PING;02:02:35.382;(таймаут)
2025-09-04;02:02:35.043;[63] PING;02:02:35.772;[148/63] PONG (2)
2025-09-04;;;02:02:36.664;[149] keepalive
2025-09-04;02:02:35.942;[64] PING;02:02:36.724;[150/64] PONG (2)
2025-09-04;02:02:36.596;[65] PING;02:02:37.156;[152/65] PONG (2)
2025-09-04;02:02:38.874;[66] PING;02:02:40.876;(таймаут)
2025-09-04;;;02:02:41.665;[156] keepalive
2025-09-04;02:02:41.711;[67] PING;02:02:43.713;(таймаут)
2025-09-04;02:02:43.789;[68] PING;02:02:44.069;[159/68] PONG (2)
2025-09-04;;;02:02:46.666;[161] keepalive
2025-09-04;02:02:46.345;[69] PING;02:02:47.309;[162/69] PONG (2)
2025-09-04;02:02:48.171;[70] PING;02:02:48.275;[163/70] PONG (2)
2025-09-04;02:02:49.328;[71] PING;02:02:49.775;[164/71] PONG (2)
2025-09-04;;;02:02:51.667;[166] keepalive
2025-09-04;02:02:52.208;[72] PING;02:02:53.037;[168/72] PONG (2)
2025-09-04;02:02:54.553;[73] PING;02:02:54.997;[169/73] PONG (2)
2025-09-04;02:02:56.041;[74] PING;02:02:56.282;[171/74] PONG (2)
2025-09-04;;;02:02:56.668;[173] keepalive
2025-09-04;02:02:56.996;[75] PING;02:02:57.603;[174/75] PONG (2)
2025-09-04;02:02:59.095;[76] PING;02:02:59.228;[176/76] PONG (2)
2025-09-04;;;02:03:01.669;[178] keepalive
2025-09-04;02:03:02.485;[78] PING;02:03:02.813;[180/78] PONG (2)
2025-09-04;02:03:00.952;[77] PING;02:03:02.953;(таймаут)
2025-09-04;02:03:05.278;[79] PING;02:03:06.184;[184/79] PONG (2)
2025-09-04;;;02:03:06.671;[185] keepalive
2025-09-04;02:03:06.733;[80] PING;02:03:07.300;[187/80] PONG (2)
2025-09-04;02:03:08.398;[81] PING;02:03:09.280;[189/81] PONG (2)
2025-09-04;02:03:10.516;[82] PING;02:03:10.712;[191/82] PONG (2)
2025-09-04;;;02:03:11.672;[192] keepalive
2025-09-04;02:03:12.119;[83] PING;02:03:12.687;[194/83] PONG (2)
2025-09-04;02:03:14.260;[84] PING;02:03:14.706;[197/84] PONG (2)
2025-09-04;02:03:15.306;[85] PING;02:03:15.772;[198/85] PONG (2)
2025-09-04;;;02:03:16.673;[199] keepalive
2025-09-04;02:03:16.677;[86] PING;02:03:17.012;[200/86] PONG (2)
2025-09-04;02:03:18.574;[87] PING;02:03:18.718;[203/87] PONG (2)
2025-09-04;02:03:19.288;[88] PING;02:03:19.804;[205/88] PONG (2)
2025-09-04;;;02:03:21.674;[207] keepalive
2025-09-04;02:03:21.881;[89] PING;02:03:22.371;[209/89] PONG (2)
2025-09-04;02:03:22.203;[90] PING;02:03:23.147;[210/90] PONG (2)
2025-09-04;02:03:23.204;[91] PING;02:03:23.658;[211/91] PONG (2)
2025-09-04;02:03:24.721;[92] PING;02:03:25.029;[213/92] PONG (2)
2025-09-04;;;02:03:26.675;[215] keepalive
2025-09-04;02:03:26.094;[93] PING;02:03:27.082;[216/93] PONG (2)
2025-09-04;02:03:27.171;[94] PING;02:03:28.107;[217/94] PONG (2)
2025-09-04;02:03:28.734;[95] PING;02:03:29.118;[219/95] PONG (2)
2025-09-04;02:03:31.166;[96] PING;02:03:31.508;[222/96] PONG (2)
2025-09-04;;;02:03:31.677;[223] keepalive
2025-09-04;02:03:33.887;[97] PING;02:03:34.181;[225/97] PONG (2)
2025-09-04;02:03:34.642;[98] PING;02:03:35.273;[226/98] PONG (2)
2025-09-04;;;02:03:36.678;[228] keepalive
2025-09-04;02:03:36.404;[99] PING;02:03:36.881;[229/99] PONG (2)
2025-09-04;02:03:39.047;[100] PING;02:03:41.047;(таймаут)
2025-09-04;;;02:03:41.679;[232] keepalive
2025-09-04;02:03:41.878;[101] PING;02:03:42.690;[234/101] PONG (2)
2025-09-04;02:03:42.559;[102] PING;02:03:43.247;[235/102] PONG (2)
2025-09-04;02:03:43.353;[103] PING;02:03:43.728;[236/103] PONG (2)
2025-09-04;02:03:45.064;[104] PING;02:03:45.515;[238/104] PONG (2)
2025-09-04;;;02:03:46.680;[239] keepalive
2025-09-04;02:03:47.168;[105] PING;02:03:47.891;[240/105] PONG (2)
2025-09-04;02:03:48.003;[106] PING;02:03:48.830;[241/106] PONG (2)
2025-09-04;02:03:49.263;[107] PING;02:03:49.804;[244/107] PONG (2)
2025-09-04;;;02:03:51.681;[245] keepalive
2025-09-04;02:03:52.137;[108] PING;02:03:52.571;[246/108] PONG (2)
2025-09-04;02:03:54.921;[109] PING;02:03:55.259;[249/109] PONG (2)
2025-09-04;;;02:03:56.682;[252] keepalive
2025-09-04;02:03:57.268;[110] PING;02:03:57.645;[253/110] PONG (2)
2025-09-04;02:03:58.265;[111] PING;02:03:58.545;[255/111] PONG (2)
2025-09-04;02:04:00.848;[112] PING;02:04:01.172;[258/112] PONG (2)
2025-09-04;;;02:04:01.683;[259] keepalive
2025-09-04;02:04:03.592;[113] PING;02:04:04.192;[261/113] PONG (2)
2025-09-04;02:04:04.160;[114] PING;02:04:05.161;[262/114] PONG (2)
2025-09-04;;;02:04:06.685;[265] keepalive
2025-09-04;02:04:07.023;[115] PING;02:04:07.561;[266/115] PONG (2)
2025-09-04;02:04:07.770;[116] PING;02:04:07.873;[267/116] PONG (2)
2025-09-04;02:04:08.252;[117] PING;02:04:08.842;[268/117] PONG (2)
2025-09-04;02:04:08.615;[118] PING;02:04:09.548;[270/118] PONG (2)
2025-09-04;02:04:09.857;[119] PING;02:04:10.026;[271/119] PONG (2)
2025-09-04;;;02:04:11.686;[274] keepalive
2025-09-04;02:04:12.754;[120] PING;02:04:13.120;[275/120] PONG (2)
2025-09-04;02:04:15.492;[122] PING;02:04:16.106;[278/122] PONG (2)
2025-09-04;;;02:04:16.686;[280] keepalive
2025-09-04;02:04:15.185;[121] PING;02:04:17.187;(таймаут)
2025-09-04;02:04:18.136;[123] PING;02:04:18.760;[283/123] PONG (2)
2025-09-04;02:04:18.641;[124] PING;02:04:19.745;[285/124] PONG (2)
2025-09-04;02:04:19.787;[125] PING;02:04:20.460;[286/125] PONG (2)
2025-09-04;;;02:04:21.688;[288] keepalive
2025-09-04;02:04:23.282;[127] PING;02:04:23.634;[289/127] PONG (2)
2025-09-04;02:04:23.906;[128] PING;02:04:24.026;[290/128] PONG (2)
2025-09-04;02:04:22.569;[126] PING;02:04:24.570;(таймаут)
2025-09-04;02:04:25.788;[129] PING;02:04:26.539;[293/129] PONG (2)
2025-09-04;;;02:04:26.689;[294] keepalive
2025-09-04;02:04:28.354;[130] PING;02:04:28.782;[296/130] PONG (2)
2025-09-04;02:04:30.793;[131] PING;02:04:31.402;[298/131] PONG (2)
2025-09-04;;;02:04:31.690;[299] keepalive
2025-09-04;02:04:33.558;[132] PING;02:04:35.560;(таймаут)
2025-09-04;02:04:36.445;[133] PING;02:04:36.639;[303/133] PONG (2)
2025-09-04;;;02:04:36.692;[304] keepalive
2025-09-04;02:04:37.386;[134] PING;02:04:38.228;[305/134] PONG (2)
2025-09-04;02:04:38.664;[135] PING;02:04:39.499;[307/135] PONG (2)
2025-09-04;;;02:04:41.693;[309] keepalive
2025-09-04;02:04:40.869;[136] PING;02:04:41.718;[310/136] PONG (2)
2025-09-04;02:04:43.773;[137] PING;02:04:44.773;[313/137] PONG (2)
2025-09-04;02:04:45.186;[138] PING;02:04:45.905;[314/138] PONG (2)
2025-09-04;;;02:04:46.694;[316] keepalive
2025-09-04;02:04:47.054;[139] PING;02:04:49.055;(таймаут)
2025-09-04;02:04:49.709;[140] PING;02:04:50.625;[318/140] PONG (2)
2025-09-04;02:04:50.290;[141] PING;02:04:51.300;[319/141] PONG (2)
2025-09-04;;;02:04:51.695;[321] keepalive
2025-09-04;02:04:52.102;[142] PING;02:04:52.516;[323/142] PONG (2)
2025-09-04;02:04:54.919;[143] PING;02:04:55.712;[325/143] PONG (2)
2025-09-04;;;02:04:56.696;[326] keepalive
2025-09-04;02:04:57.715;[144] PING;02:04:58.000;[328/144] PONG (2)
2025-09-04;02:04:59.760;[145] PING;02:05:00.485;[330/145] PONG (2)
2025-09-04;02:05:00.408;[146] PING;02:05:00.644;[331/146] PONG (2)
2025-09-04;02:05:01.226;[147] PING;02:05:01.466;[333/147] PONG (2)
2025-09-04;;;02:05:01.697;[335] keepalive
2025-09-04;02:05:02.227;[148] PING;02:05:02.918;[336/148] PONG (2)
2025-09-04;02:05:02.943;[149] PING;02:05:03.630;[337/149] PONG (2)
2025-09-04;02:05:05.867;[150] PING;02:05:06.450;[340/150] PONG (2)
2025-09-04;;;02:05:06.698;[341] keepalive
2025-09-04;02:05:08.028;[151] PING;02:05:08.152;[342/151] PONG (2)
2025-09-04;02:05:10.837;[152] PING;02:05:11.084;[345/152] PONG (2)
2025-09-04;;;02:05:11.699;[346] keepalive
2025-09-04;02:05:12.296;[153] PING;02:05:12.740;[348/153] PONG (2)
2025-09-04;02:05:14.536;[154] PING;02:05:14.850;[350/154] PONG (2)
2025-09-04;02:05:15.878;[155] PING;02:05:16.037;[352/155] PONG (2)
2025-09-04;;;02:05:16.700;[354] keepalive
2025-09-04;02:05:16.293;[156] PING;02:05:17.202;[355/156] PONG (2)
2025-09-04;02:05:17.534;[157] PING;02:05:17.776;[356/157] PONG (2)
2025-09-04;02:05:19.955;[158] PING;02:05:20.238;[358/158] PONG (2)
2025-09-04;02:05:20.537;[159] PING;02:05:20.927;[359/159] PONG (2)
2025-09-04;;;02:05:21.701;[361] keepalive
2025-09-04;02:05:21.543;[160] PING;02:05:21.982;[362/160] PONG (2)
2025-09-04;02:05:22.030;[161] PING;02:05:22.400;[363/161] PONG (2)
2025-09-04;02:05:23.080;[162] PING;02:05:23.595;[364/162] PONG (2)
2025-09-04;02:05:24.509;[163] PING;02:05:24.759;[366/163] PONG (2)
2025-09-04;;;02:05:26.702;[368] keepalive
2025-09-04;02:05:26.788;[164] PING;02:05:27.587;[370/164] PONG (2)
2025-09-04;02:05:29.828;[166] PING;02:05:30.123;[372/166] PONG (2)
2025-09-04;02:05:28.715;[165] PING;02:05:30.716;(таймаут)
2025-09-04;02:05:30.305;[167] PING;02:05:30.945;[373/167] PONG (2)
2025-09-04;;;02:05:31.704;[374] keepalive
2025-09-04;02:05:32.966;[168] PING;02:05:33.579;[377/168] PONG (2)
2025-09-04;02:05:33.923;[169] PING;02:05:35.925;(таймаут)
2025-09-04;;;02:05:36.704;[379] keepalive
2025-09-04;02:05:36.118;[170] PING;02:05:36.762;[380/170] PONG (2)
2025-09-04;02:05:39.165;[172] PING;02:05:39.467;[382/172] PONG (2)
2025-09-04;02:05:38.191;[171] PING;02:05:40.193;(таймаут)
2025-09-04;;;02:05:41.705;[386] keepalive
2025-09-04;02:05:41.584;[173] PING;02:05:42.059;[387/173] PONG (2)
