2025-09-04;02:00:43.074;[0] PING;(проигнорировано);(проигнорировано)
2025-09-04;02:00:42.955;[0] PING;02:00:43.561;[0/0] PONG (2)
2025-09-04;02:00:44.806;[1] PING;02:00:45.713;[1/1] PONG (2)
2025-09-04;02:00:45.528;[1] PING;02:00:46.261;[2/1] PONG (1)
2025-09-04;02:00:47.496;[2] PING;02:00:47.779;[4/2] PONG (2)
2025-09-04;02:00:47.256;[2] PING;02:00:48.028;[5/2] PONG (1)
2025-09-04;02:00:48.029;[3] PING;02:00:48.593;[6/3] PONG (1)
2025-09-04;02:00:48.492;[3] PING;02:00:48.717;[7/3] PONG (2)
2025-09-04;02:00:49.094;[4] PING;02:00:49.525;[8/4] PONG (1)
2025-09-04;02:00:49.317;[4] PING;02:00:49.903;[9/4] PONG (2)
2025-09-04;02:00:50.476;[5] PING;02:00:50.765;[10/5] PONG (2)
2025-09-04;02:00:50.600;[5] PING;02:00:51.574;[11/5] PONG (1)
2025-09-04;02:00:52.754;[6] PING;02:00:52.933;[13/6] PONG (1)
2025-09-04;02:00:52.441;[6] PING;02:00:53.080;[14/6] PONG (2)
2025-09-04;02:00:53.081;[7] PING;02:00:53.715;[15/7] PONG (2)
2025-09-04;02:00:54.678;[7] PING;02:00:54.940;[16/7] PONG (1)
2025-09-04;02:00:55.915;[8] PING;02:00:56.809;[18/8] PONG (2)
2025-09-04;02:00:57.201;[8] PING;02:00:57.370;[19/8] PONG (1)
2025-09-04;02:00:58.738;[9] PING;02:00:58.965;[20/9] PONG (2)
2025-09-04;02:00:58.343;[9] PING;02:00:59.204;[21/9] PONG (1)
2025-09-04;02:00:59.483;[10] PING;02:01:00.042;[22/10] PONG (1)
2025-09-04;02:01:00.043;[11] PING;02:01:00.560;[23/11] PONG (1)
2025-09-04;02:01:00.171;[10] PING;02:01:00.750;[24/10] PONG (2)
2025-09-04;02:01:01.251;[12] PING;02:01:01.501;[25/12] PONG (1)
2025-09-04;02:01:02.569;[13] PING;02:01:03.239;[27/13] PONG (1)
2025-09-04;02:01:02.931;[11] PING;02:01:03.684;[28/11] PONG (2)
2025-09-04;02:01:03.685;[12] PING;02:01:04.436;[29/12] PONG (2)
2025-09-04;02:01:04.118;[14] PING;02:01:05.116;[30/14] PONG (1)
2025-09-04;02:01:05.117;[15] PING;02:01:05.242;[31/15] PONG (1)
2025-09-04;02:01:05.885;[13] PING;02:01:06.295;[32/13] PONG (2)
2025-09-04;02:01:07.202;[16] PING;02:01:07.592;[34/16] PONG (1)
2025-09-04;02:01:07.178;[14] PING;02:01:07.813;[35/14] PONG (2)
2025-09-04;02:01:08.845;[17] PING;02:01:09.509;[36/17] PONG (1)
